ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
35304	"ENSG00000185627.13"	"PSMD13"	chr11	+	251545	251626	250802	250865	251819	251936	35304	636,523	4,1	490,408	2,1	179	99	0.908316950676	1.0	0.989,0.997	0.993,0.996	-0.001
35305	"ENSG00000185627.13"	"PSMD13"	chr11	+	248708	248855	247276	247448	248931	249057	35305	99,321	0,2	201,214	1,1	197	99	0.929819993929	1.0	1.0,0.988	0.99,0.991	0.004
35306	"ENSG00000185627.13"	"PSMD13"	chr11	+	244160	244216	236980	237144	244425	244469	35306	141,770	2,0	352,488	1,0	154	99	0.923712063874	1.0	0.978,1.0	0.996,1.0	-0.009
35307	"ENSG00000185627.13"	"PSMD13"	chr11	+	238997	239076	236999	237144	244040	244216	35307	732,527	3,6	476,413	2,2	177	99	0.606624086715	1.0	0.993,0.98	0.993,0.991	-0.006
35308	"ENSG00000185627.13"	"PSMD13"	chr11	+	238997	239076	236999	237144	244160	244216	35308	411,330	2,2	274,228	3,2	177	99	0.348839655583	1.0	0.991,0.989	0.981,0.985	0.007
35309	"ENSG00000185627.13"	"PSMD13"	chr11	+	248775	248855	247276	247448	248931	249057	35309	769,631	2,1	460,427	1,1	178	99	1	1.0	0.995,0.997	0.996,0.996	0.0
3530	"ENSG00000107372.8"	"ZFAND5"	chr9	-	74978385	74978522	74975543	74975703	74979377	74979542	3530	66,32	0,1	17,20	0,0	197	99	1	1.0	1.0,0.941	1.0,1.0	-0.03
35310	"ENSG00000185627.13"	"PSMD13"	chr11	+	244040	244216	236976	237144	244425	244469	35310	112,572	2,0	271,371	1,0	197	99	0.857818720296	1.0	0.966,1.0	0.993,1.0	-0.013
35311	"ENSG00000185627.13"	"PSMD13"	chr11	+	251819	251936	250802	250865	252504	252953	35311	468,340	9,0	354,302	4,3	197	99	0.969056560103	1.0	0.963,1.0	0.978,0.981	0.002
35312	"ENSG00000185627.13"	"PSMD13"	chr11	+	244040	244075	237003	237144	244160	244216	35312	194,191	2,2	149,132	3,2	133	99	0.417315572247	1.0	0.986,0.986	0.974,0.98	0.009
35313	"ENSG00000185627.13"	"PSMD13"	chr11	+	244040	244075	238997	239076	244160	244216	35313	526,376	9,20	357,318	7,7	133	99	0.243375103278	1.0	0.978,0.933	0.974,0.971	-0.017
35314	"ENSG00000101367.8"	"MAPRE1"	chr20	+	31413730	31413854	31407698	31407834	31421522	31421668	35314	577,561	0,1	364,350	1,0	197	99	1	1.0	1.0,0.996	0.995,1.0	0.0
3531	"ENSG00000107372.8"	"ZFAND5"	chr9	-	74978385	74978522	74975543	74975703	74979611	74980113	3531	71,26	31,26	43,32	32,17	197	99	0.961319163769	1.0	0.535,0.334	0.403,0.486	-0.01
35321	"ENSG00000168000.10"	"BSCL2"	chr11	-	62472939	62473089	62469939	62470021	62473674	62473728	35321	11,34	0,1	20,14	0,0	197	99	1	1.0	1.0,0.945	1.0,1.0	-0.028
35323	"ENSG00000168000.10"	"BSCL2"	chr11	-	62472772	62473089	62469939	62470021	62473674	62473787	35323	43,120	0,1	71,58	0,0	197	99	0.908579807162	1.0	1.0,0.984	1.0,1.0	-0.008
35331	"ENSG00000248837.1"	"RP11-412P11.1"	chr4	+	23034454	23034491	23004775	23004866	23042312	23043141	35331	2,1	8,6	4,2	11,6	135	99	0.74544887592	1.0	0.155,0.109	0.211,0.196	-0.072
35333	"ENSG00000108018.11"	"SORCS1"	chr10	-	108366923	108367055	108357108	108357208	108371668	108371781	35333	10,7	1,0	2,2	0,0	197	99	1	1.0	0.834,1.0	1.0,1.0	-0.083
35338	"ENSG00000149809.10"	"TM7SF2"	chr11	+	64883246	64883294	64882947	64883070	64883364	64883429	35338	2,3	62,26	1,1	34,22	146	99	0.731641113139	1.0	0.021,0.073	0.02,0.03	0.022
3533	"ENSG00000153982.6"	"GDPD1"	chr17	+	57332165	57332284	57326100	57326146	57334482	57334601	3533	1,0	9,10	1,0	5,6	197	99	0.607845199602	1.0	0.053,0.0	0.091,0.0	-0.019
35340	"ENSG00000149809.10"	"TM7SF2"	chr11	+	64880699	64880886	64880282	64880337	64880962	64881254	35340	18,14	0,2	6,7	0,0	197	99	1	1.0	1.0,0.779	1.0,1.0	-0.111
35341	"ENSG00000149809.10"	"TM7SF2"	chr11	+	64882947	64883070	64882785	64882866	64883364	64883745	35341	110,42	1,0	44,34	0,0	197	99	1	1.0	0.982,1.0	1.0,1.0	-0.009
35350	"ENSG00000146013.6"	"GFRA3"	chr5	-	137595245	137595338	137593327	137593640	137599949	137600237	35350	2,4	1,0	0,1	0,0	191	99	1	1.0	0.509,1.0	NA,1.0	-0.246
35352	"ENSG00000169398.15"	"PTK2"	chr8	-	141935759	141935848	141900641	141900868	142011223	142011257	35352	81,43	37,21	68,48	49,28	187	99	0.155740023641	1.0	0.537,0.52	0.424,0.476	0.079
35353	"ENSG00000169398.15"	"PTK2"	chr8	-	141935759	141935848	141900641	141900868	141958764	141958822	35353	63,31	21,1	63,46	24,17	187	99	0.158152161029	1.0	0.614,0.943	0.582,0.589	0.193
35356	"ENSG00000169398.15"	"PTK2"	chr8	-	141840570	141840625	141828978	141829119	141856358	141856421	35356	64,67	1,1	73,65	1,1	153	99	0.950222276413	1.0	0.976,0.977	0.979,0.977	-0.002
35360	"ENSG00000169398.15"	"PTK2"	chr8	-	141712668	141712806	141710989	141711121	141716217	141716304	35360	172,100	1,6	144,107	1,1	197	99	0.264866639277	1.0	0.989,0.893	0.986,0.982	-0.043
35364	"ENSG00000169398.15"	"PTK2"	chr8	-	141697132	141697256	141696730	141696793	141710989	141711121	35364	1,1	26,33	0,0	2,2	197	99	1	1.0	0.019,0.015	0.0,0.0	0.017
35365	"ENSG00000169398.15"	"PTK2"	chr8	-	141697054	141697256	141696730	141696793	141710989	141711121	35365	1,4	26,33	0,0	20,13	197	99	0.680837615316	1.0	0.019,0.057	0.0,0.0	0.038
35366	"ENSG00000169398.15"	"PTK2"	chr8	-	141889569	141889736	141874410	141874498	141900641	141900868	35366	62,43	8,11	84,56	8,7	197	99	0.200004408208	1.0	0.796,0.663	0.841,0.801	-0.091
35369	"ENSG00000169398.15"	"PTK2"	chr8	-	141772466	141772487	141771263	141771361	141774332	141774389	35369	1,0	40,23	1,1	47,35	119	99	0.786430984045	1.0	0.02,0.0	0.017,0.023	-0.01
35370	"ENSG00000169398.15"	"PTK2"	chr8	-	141958764	141958822	141900787	141900868	142011223	142011263	35370	32,2	37,21	29,21	49,28	156	99	0.42321660815	1.0	0.354,0.057	0.273,0.322	-0.092
35371	"ENSG00000169398.15"	"PTK2"	chr8	-	141958764	141958822	141935759	141935848	142011223	142011263	35371	17,2	22,13	11,9	11,7	156	99	0.114939734637	1.0	0.329,0.089	0.388,0.449	-0.209
35374	"ENSG00000169398.15"	"PTK2"	chr8	-	141727696	141727808	141716217	141716304	141745349	141745554	35374	125,124	3,5	134,112	1,0	197	99	0.0667647507522	1.0	0.954,0.926	0.985,1.0	-0.052
35375	"ENSG00000169398.15"	"PTK2"	chr8	-	141779673	141779691	141774332	141774389	141799572	141799625	35375	2,1	26,33	2,3	35,27	116	99	0.668629006343	1.0	0.062,0.025	0.047,0.087	-0.024
35376	"ENSG00000169398.15"	"PTK2"	chr8	-	141679825	141679834	141678367	141678523	141684396	141684503	35376	7,9	191,89	8,6	171,123	107	99	0.627408594752	1.0	0.033,0.086	0.041,0.043	0.018
35377	"ENSG00000169398.15"	"PTK2"	chr8	-	141697132	141697228	141696730	141696793	141710989	141711121	35377	6,7	26,33	0,0	8,6	194	99	0.324739477254	1.0	0.105,0.098	0.0,0.0	0.102
35378	"ENSG00000169398.15"	"PTK2"	chr8	-	141749116	141749206	141745349	141745554	141753328	141753429	35378	22,189	0,3	83,106	0,0	188	99	0.308520457214	1.0	1.0,0.971	1.0,1.0	-0.014
3537	"ENSG00000136305.7"	"CIDEB"	chr14	-	24779612	24779754	24777684	24778036	24779854	24780601	3537	0,2	0,2	0,0	1,0	197	99	1	1.0	NA,0.334	0.0,NA	0.334
35382	"ENSG00000169398.15"	"PTK2"	chr8	-	141696730	141696793	141685528	141685598	141710989	141711121	35382	72,37	0,0	76,59	1,1	161	99	0.749147029	1.0	1.0,1.0	0.979,0.973	0.024
35388	"ENSG00000174606.8"	"ANGEL2"	chr1	-	213186434	213186760	213181551	213181808	213188780	213188820	35388	27,20	2,0	4,7	0,0	197	99	1	1.0	0.872,1.0	1.0,1.0	-0.064
35389	"ENSG00000174606.8"	"ANGEL2"	chr1	-	213186434	213186760	213181551	213181808	213188954	213189168	35389	86,38	3,4	52,38	3,2	197	99	0.765902580972	1.0	0.935,0.827	0.897,0.905	-0.02
35390	"ENSG00000174606.8"	"ANGEL2"	chr1	-	213186434	213186559	213181551	213181808	213188954	213189168	35390	28,17	5,11	4,5	0,0	197	99	1	1.0	0.738,0.437	1.0,1.0	-0.412
35391	"ENSG00000174606.8"	"ANGEL2"	chr1	-	213174127	213174254	213173667	213173725	213178374	213178796	35391	42,17	2,5	18,14	2,2	197	99	0.84481460734	1.0	0.913,0.631	0.819,0.779	-0.027
35404	"ENSG00000090615.8"	"GOLGA3"	chr12	-	133398581	133398897	133393125	133393398	133405388	133405426	35404	39,115	0,2	97,65	1,0	197	99	0.677714992433	1.0	1.0,0.967	0.98,1.0	-0.006
35405	"ENSG00000090615.8"	"GOLGA3"	chr12	-	133401504	133401692	133398581	133398897	133404192	133404299	35405	2,3	16,3	2,2	8,7	197	99	0.658446118647	1.0	0.059,0.334	0.112,0.126	0.078
35406	"ENSG00000090615.8"	"GOLGA3"	chr12	-	133401504	133401692	133398581	133398897	133404912	133405288	35406	1,2	2,1	1,1	1,2	197	99	0.952313005911	1.0	0.201,0.501	0.334,0.201	0.083
35407	"ENSG00000090615.8"	"GOLGA3"	chr12	-	133401504	133401692	133398581	133398897	133405388	133405444	35407	5,2	4,27	2,2	31,24	197	99	0.100346439098	1.0	0.386,0.036	0.031,0.04	0.175
35408	"ENSG00000090615.8"	"GOLGA3"	chr12	-	133404393	133404488	133404192	133404299	133405388	133405444	35408	0,14	0,0	11,7	1,1	193	99	1	1.0	NA,1.0	0.849,0.782	0.184
35409	"ENSG00000090615.8"	"GOLGA3"	chr12	-	133393245	133393468	133389892	133390005	133398581	133398897	35409	12,39	2,10	22,20	3,3	197	99	0.437763523741	1.0	0.751,0.662	0.787,0.77	-0.072
35411	"ENSG00000090615.8"	"GOLGA3"	chr12	-	133404192	133404299	133398857	133398897	133405388	133405444	35411	0,6	0,28	10,8	32,23	197	99	1	1.0	NA,0.097	0.136,0.149	-0.046
35412	"ENSG00000090615.8"	"GOLGA3"	chr12	-	133393245	133393398	133389892	133390005	133398581	133398898	35412	81,78	1,5	130,76	5,4	197	99	0.844192822396	1.0	0.976,0.887	0.929,0.905	0.014
35413	"ENSG00000090615.8"	"GOLGA3"	chr12	-	133393125	133393398	133389892	133390005	133398581	133398898	35413	57,102	1,5	138,85	5,4	197	99	0.819795264202	1.0	0.966,0.911	0.933,0.914	0.015
3541	"ENSG00000157456.3"	"CCNB2"	chr15	+	59399520	59399869	59397324	59397491	59406642	59406813	3541	267,389	0,1	550,513	0,0	197	99	1	1.0	1.0,0.995	1.0,1.0	-0.002
35423	"ENSG00000083937.4"	"CHMP2B"	chr3	+	87289848	87289940	87276451	87276706	87294863	87294968	35423	71,101	2,0	38,37	0,0	190	99	0.426437436912	1.0	0.949,1.0	1.0,1.0	-0.026
35424	"ENSG00000083937.4"	"CHMP2B"	chr3	+	87299024	87299127	87294863	87295058	87302553	87302660	35424	13,118	1,0	24,36	0,0	197	99	0.278351305338	1.0	0.867,1.0	1.0,1.0	-0.067
35426	"ENSG00000139354.6"	"GAS2L3"	chr12	+	100985513	100985634	100967488	100967563	100988652	100988700	35426	2,1	2,0	1,1	2,2	197	99	0.543759765758	1.0	0.334,1.0	0.201,0.201	0.466
35429	"ENSG00000112293.10"	"GPLD1"	chr6	-	24486302	24486358	24480108	24480187	24489642	24489799	35429	0,1	0,1	1,1	0,0	154	99	1	1.0	NA,0.391	1.0,1.0	-0.609
35430	"ENSG00000139726.6"	"DENR"	chr12	+	123253328	123253468	123252034	123252151	123253580	123255611	35430	526,559	0,7	347,365	0,1	197	99	0.325388378001	1.0	1.0,0.976	1.0,0.995	-0.01
35431	"ENSG00000139726.6"	"DENR"	chr12	+	123247391	123247476	123238239	123238354	123249850	123249934	35431	381,564	1,0	308,321	1,1	183	99	1	1.0	0.995,1.0	0.994,0.994	0.004
35433	"ENSG00000139726.6"	"DENR"	chr12	+	123246733	123246753	123238239	123238354	123247391	123247476	35433	173,258	0,1	161,156	1,0	118	99	1	1.0	1.0,0.995	0.993,1.0	0.001
35434	"ENSG00000139726.6"	"DENR"	chr12	+	123253343	123253468	123252034	123252151	123253580	123255611	35434	363,264	9,5	11,13	0,0	197	99	1	1.0	0.953,0.964	1.0,1.0	-0.042
35435	"ENSG00000245534.2"	"RP11-219B17.1"	chr15	+	60780722	60780790	60771418	60771597	60802606	60802732	35435	4,7	1,1	4,3	1,1	166	99	0.884153051188	1.0	0.705,0.807	0.705,0.641	0.083
35437	"ENSG00000110583.8"	"NAA40"	chr11	+	63714196	63714273	63713311	63713407	63714422	63714475	35437	1,3	41,15	1,1	19,15	175	99	0.651524428817	1.0	0.014,0.102	0.029,0.036	0.025
35438	"ENSG00000110583.8"	"NAA40"	chr11	+	63714422	63714475	63713311	63713407	63719709	63719805	35438	104,40	2,4	49,37	4,2	151	99	0.395692121278	1.0	0.972,0.868	0.889,0.924	0.013
35441	"ENSG00000126088.8"	"UROD"	chr1	+	45478807	45478887	45478578	45478691	45478963	45479026	35441	2868,2094	45,41	1947,1623	27,20	178	99	0.206804933615	1.0	0.973,0.966	0.976,0.978	-0.007
35442	"ENSG00000126088.8"	"UROD"	chr1	+	45478963	45479098	45478833	45478887	45479265	45479463	35442	2079,1556	68,64	871,901	36,32	197	99	0.740667835012	1.0	0.939,0.924	0.924,0.934	0.002
35443	"ENSG00000126088.8"	"UROD"	chr1	+	45480110	45480248	45479580	45479742	45480407	45480508	35443	2195,1538	1,2	1371,1198	2,2	197	99	1	1.0	0.999,0.997	0.997,0.997	0.001
35444	"ENSG00000126088.8"	"UROD"	chr1	+	45479246	45479289	45478833	45479026	45479580	45480508	35444	102,79	0,2	3,3	0,0	141	99	1	1.0	1.0,0.965	1.0,1.0	-0.018
35446	"ENSG00000126088.8"	"UROD"	chr1	+	45479580	45479742	45479246	45479463	45480110	45480248	35446	1942,1309	7,8	1179,990	4,3	197	99	0.919322635882	1.0	0.993,0.988	0.993,0.994	-0.003
35447	"ENSG00000126088.8"	"UROD"	chr1	+	45479265	45479289	45478939	45479026	45479580	45480508	35447	119,93	0,2	7,7	0,0	122	99	1	1.0	1.0,0.974	1.0,1.0	-0.013
3544	"ENSG00000084764.6"	"MAPRE3"	chr2	+	27248450	27248605	27246963	27247120	27248747	27248900	3544	101,215	0,2	109,80	0,0	197	99	0.888564990142	1.0	1.0,0.982	1.0,1.0	-0.009
35451	"ENSG00000126088.8"	"UROD"	chr1	+	45478939	45479026	45478807	45478887	45479265	45479289	35451	1244,646	62,59	803,694	51,38	185	99	0.576456461597	1.0	0.915,0.854	0.894,0.907	-0.016
35452	"ENSG00000126088.8"	"UROD"	chr1	+	45478963	45479026	45478807	45478887	45479265	45479463	35452	3241,1931	62,59	1937,1604	52,38	161	99	0.705344230338	1.0	0.97,0.953	0.958,0.963	0.001
35454	"ENSG00000126088.8"	"UROD"	chr1	+	45479265	45479463	45478963	45479026	45479580	45480508	35454	0,1981	0,2	507,783	0,0	197	99	1	1.0	NA,0.998	1.0,1.0	-0.002
35455	"ENSG00000126088.8"	"UROD"	chr1	+	45480611	45480678	45480407	45480508	45481008	45481247	35455	2946,2192	4,4	1738,1474	9,8	165	99	1	1.0	0.998,0.997	0.991,0.991	0.007
35456	"ENSG00000126088.8"	"UROD"	chr1	+	45478833	45478887	45478585	45478691	45478963	45479098	35456	451,243	35,32	254,289	18,18	152	99	0.112645006181	1.0	0.894,0.832	0.902,0.913	-0.044
35457	"ENSG00000126088.8"	"UROD"	chr1	+	45479246	45479463	45478963	45479026	45479580	45479742	35457	0,1523	0,2	343,531	0,0	197	99	1	1.0	NA,0.997	1.0,1.0	-0.003
35459	"ENSG00000126088.8"	"UROD"	chr1	+	45478939	45479098	45478807	45478887	45479265	45479810	35459	6,11	68,64	2,2	36,32	197	99	0.358454985171	1.0	0.042,0.08	0.027,0.03	0.033
35460	"ENSG00000100242.11"	"SUN2"	chr22	-	39140969	39141150	39138305	39138560	39141688	39141816	35460	0,1	11,70	0,0	20,24	197	99	0.396757523143	1.0	0.0,0.007	0.0,0.0	0.004
35461	"ENSG00000100242.11"	"SUN2"	chr22	-	39146902	39147040	39146229	39146325	39147214	39147446	35461	73,70	0,0	61,37	2,1	197	99	0.138802520526	1.0	1.0,1.0	0.939,0.949	0.056
35462	"ENSG00000100242.11"	"SUN2"	chr22	-	39150646	39150711	39148511	39148670	39151767	39152005	35462	11,2	9,11	5,4	9,4	163	99	0.778591929182	1.0	0.426,0.099	0.252,0.378	-0.052
35463	"ENSG00000049541.6"	"RFC2"	chr7	-	73663341	73663550	73657475	73657576	73664068	73664110	35463	12,46	3,15	20,14	2,2	197	99	0.155920843627	1.0	0.668,0.606	0.834,0.779	-0.169
35464	"ENSG00000049541.6"	"RFC2"	chr7	-	73663341	73663550	73660991	73661093	73664068	73664110	35464	233,150	2,4	170,127	5,4	197	99	0.243367439272	1.0	0.983,0.95	0.945,0.941	0.023
35465	"ENSG00000049541.6"	"RFC2"	chr7	-	73648104	73648224	73646433	73646546	73649861	73649975	35465	3,0	229,351	2,2	218,178	197	99	1	1.0	0.007,0.0	0.005,0.006	-0.002
35467	"ENSG00000049541.6"	"RFC2"	chr7	-	73666758	73666828	73664068	73664110	73668600	73668667	35467	96,352	0,3	285,240	1,1	168	99	0.572698733537	1.0	1.0,0.986	0.994,0.993	-0.001
35469	"ENSG00000049541.6"	"RFC2"	chr7	-	73660991	73661093	73657475	73657576	73663341	73663448	35469	493,393	11,43	369,295	16,11	197	99	0.245598838795	1.0	0.957,0.821	0.921,0.931	-0.037
35473	"ENSG00000049541.6"	"RFC2"	chr7	-	73651618	73651772	73649861	73649975	73653252	73653318	35473	192,256	1,0	88,135	0,0	197	99	0.993383164248	1.0	0.99,1.0	1.0,1.0	-0.005
35474	"ENSG00000049541.6"	"RFC2"	chr7	-	73654267	73654425	73653252	73653318	73657475	73657576	35474	414,542	1,1	370,300	1,0	197	99	1	1.0	0.995,0.996	0.995,1.0	-0.002
35475	"ENSG00000049541.6"	"RFC2"	chr7	-	73663341	73663448	73660991	73661093	73664068	73664159	35475	313,269	2,4	237,182	5,4	197	99	0.181727203734	1.0	0.987,0.971	0.96,0.958	0.02
35476	"ENSG00000049541.6"	"RFC2"	chr7	-	73663341	73663448	73657475	73657576	73664068	73664159	35476	85,159	3,15	86,65	2,2	197	99	0.143345447274	1.0	0.934,0.842	0.956,0.942	-0.061
35477	"ENSG00000049541.6"	"RFC2"	chr7	-	73649861	73649975	73645828	73646546	73651691	73651772	35477	700,614	2,0	369,378	0,0	197	99	1	1.0	0.994,1.0	1.0,1.0	-0.003
35478	"ENSG00000049541.6"	"RFC2"	chr7	-	73651691	73651772	73649860	73649975	73653252	73653318	35478	306,571	1,0	202,321	0,0	179	99	1	1.0	0.994,1.0	1.0,1.0	-0.003
35485	"ENSG00000085415.11"	"SEH1L"	chr18	+	12978750	12978891	12971151	12971250	12982516	12982674	35485	336,403	0,0	223,193	1,1	197	99	0.444008846184	1.0	1.0,1.0	0.991,0.99	0.01
35486	"ENSG00000085415.11"	"SEH1L"	chr18	+	12963510	12963556	12963158	12963370	12971151	12971251	35486	2,7	153,324	1,1	78,101	144	99	0.740048753407	1.0	0.009,0.015	0.009,0.007	0.004
35488	"ENSG00000085415.11"	"SEH1L"	chr18	+	12955461	12955608	12951853	12951904	12963158	12963370	35488	253,228	3,8	156,140	3,3	197	99	0.903804280056	1.0	0.977,0.935	0.963,0.959	-0.005
35489	"ENSG00000085415.11"	"SEH1L"	chr18	+	12963460	12963556	12963158	12963370	12964434	12964494	35489	4,7	5,5	1,1	1,1	194	99	0.783962214846	1.0	0.29,0.417	0.338,0.338	0.015
35490	"ENSG00000085415.11"	"SEH1L"	chr18	+	12963460	12963556	12963158	12963370	12971151	12971251	35490	11,24	323,455	7,4	242,195	194	99	0.175602088245	1.0	0.017,0.026	0.015,0.01	0.009
35491	"ENSG00000085415.11"	"SEH1L"	chr18	+	12955461	12955691	12951853	12951904	12963158	12963370	35491	88,84	3,8	44,45	2,3	197	99	0.746164776945	1.0	0.936,0.841	0.917,0.883	-0.011
35492	"ENSG00000085415.11"	"SEH1L"	chr18	+	12964434	12964494	12963460	12963556	12971151	12971250	35492	11,4	4,13	1,2	1,2	158	99	0.944951551889	1.0	0.633,0.162	0.385,0.385	0.013
35493	"ENSG00000085415.11"	"SEH1L"	chr18	+	12964434	12964494	12963158	12963370	12971151	12971250	35493	20,16	324,448	6,4	239,200	158	99	0.0853765772631	1.0	0.037,0.022	0.015,0.012	0.016
35501	"ENSG00000120333.4"	"MRPS14"	chr1	-	174990159	174990232	174987553	174987712	174992407	174992551	35501	0,0	5,0	1,0	2,3	171	99	1	1.0	0.0,NA	0.224,0.0	-0.112
35503	"ENSG00000188511.8"	"C22orf34"	chr22	-	49834524	49834861	49810463	49810577	50051052	50051152	35503	36,46	0,2	29,23	2,1	197	99	0.346194282193	1.0	1.0,0.92	0.879,0.92	0.06
35509	"ENSG00000225190.4"	"PLEKHM1"	chr17	-	43545574	43545959	43535534	43535805	43552465	43553092	35509	42,49	7,5	39,27	2,1	197	99	0.203415921571	1.0	0.751,0.831	0.907,0.931	-0.128
35510	"ENSG00000225190.4"	"PLEKHM1"	chr17	-	43522835	43523029	43517528	43517592	43527983	43528129	35510	2,13	4,1	6,5	0,0	197	99	1	1.0	0.201,0.867	1.0,1.0	-0.466
35512	"ENSG00000173674.6"	"EIF1AX"	chrX	-	20152074	20152125	20150299	20150381	20153855	20153959	35512	617,398	3,0	375,364	1,1	149	99	1	1.0	0.993,1.0	0.996,0.996	0.0
35513	"ENSG00000173674.6"	"EIF1AX"	chrX	-	20150299	20150381	20148633	20148725	20153855	20153959	35513	293,199	1,1	153,175	1,0	180	99	0.898234474625	1.0	0.994,0.991	0.988,1.0	-0.002
35515	"ENSG00000136802.7"	"LRRC8A"	chr9	+	131654345	131654437	131648293	131648400	131669435	131671600	35515	2,0	14,10	0,0	3,4	190	99	1	1.0	0.069,0.0	0.0,0.0	0.035
35518	"ENSG00000145293.10"	"ENOPH1"	chr4	+	83372195	83372398	83369072	83369174	83375874	83376007	35518	195,65	22,57	160,138	18,19	197	99	0.0986466908177	1.0	0.817,0.364	0.817,0.785	-0.21
35519	"ENSG00000145293.10"	"ENOPH1"	chr4	+	83369072	83369174	83351800	83352037	83375874	83376007	35519	0,77	1,0	17,23	0,0	197	99	0.106438426544	1.0	0.0,1.0	1.0,1.0	-0.5
3551	"ENSG00000086848.10"	"ALG9"	chr11	-	111711377	111711532	111708971	111709101	111715323	111715446	3551	37,62	0,0	63,46	1,1	197	99	0.834532242564	1.0	1.0,1.0	0.969,0.959	0.036
35520	"ENSG00000131721.4"	"RHOXF2"	chrX	+	119294263	119294309	119292920	119293332	119297363	119297945	35520	431,243	0,0	246,255	1,0	144	99	1	1.0	1.0,1.0	0.994,1.0	0.003
35524	"ENSG00000101255.6"	"TRIB3"	chr20	+	371930	372223	368654	368945	376841	378203	35524	103,102	1,0	95,73	0,0	197	99	0.871388690371	1.0	0.981,1.0	1.0,1.0	-0.01
35525	"ENSG00000111678.6"	"C12orf57"	chr12	+	7053269	7053336	7052664	7052825	7053638	7053815	35525	52,153	8,3	118,70	6,3	165	99	0.807866867736	1.0	0.796,0.968	0.922,0.933	-0.045
35526	"ENSG00000111678.6"	"C12orf57"	chr12	+	7053269	7053386	7052664	7052825	7053638	7054261	35526	1,1	5,2	0,0	1,2	197	99	1	1.0	0.091,0.201	0.0,0.0	0.146
35529	"ENSG00000248498.3"	"ASNSP1"	chr8	-	47502958	47503130	47491703	47491859	47505076	47505208	35529	0,3	0,0	1,1	1,1	197	99	1	1.0	NA,1.0	0.334,0.334	0.666
35530	"ENSG00000248498.3"	"ASNSP1"	chr8	-	47502958	47503130	47491703	47491859	47505085	47505253	35530	0,5	3,0	2,2	3,3	197	99	0.633185961384	1.0	0.0,1.0	0.251,0.251	0.249
35531	"ENSG00000248498.3"	"ASNSP1"	chr8	-	47491703	47491859	47490834	47491173	47505076	47505208	35531	7,9	0,0	28,19	1,0	197	99	1	1.0	1.0,1.0	0.934,1.0	0.033
35532	"ENSG00000248498.3"	"ASNSP1"	chr8	-	47491703	47491859	47490834	47491173	47505085	47505253	35532	16,0	2,1	32,23	3,3	197	99	0.679105036582	1.0	0.801,0.0	0.843,0.794	-0.418
35533	"ENSG00000248498.3"	"ASNSP1"	chr8	-	47503724	47503831	47502958	47503130	47505085	47505208	35533	0,0	0,1	1,0	0,1	197	99	1	1.0	NA,0.0	1.0,0.0	-0.5
35534	"ENSG00000248498.3"	"ASNSP1"	chr8	-	47512057	47512296	47507663	47507849	47525898	47526145	35534	0,0	11,0	2,1	31,25	197	99	1	1.0	0.0,NA	0.031,0.02	-0.026
35535	"ENSG00000248498.3"	"ASNSP1"	chr8	-	47505076	47505253	47491703	47491859	47506736	47506863	35535	0,2	0,0	21,14	2,1	197	99	1	1.0	NA,1.0	0.841,0.876	0.141
35536	"ENSG00000248498.3"	"ASNSP1"	chr8	-	47505085	47505253	47491703	47491859	47506736	47506863	35536	4,0	0,0	23,17	2,1	197	99	1	1.0	1.0,NA	0.852,0.895	0.127
35538	"ENSG00000248498.3"	"ASNSP1"	chr8	-	47507308	47507402	47506736	47506863	47507663	47507849	35538	1,2	3,0	3,2	12,7	192	99	0.279302054911	1.0	0.147,1.0	0.114,0.128	0.453
35539	"ENSG00000248498.3"	"ASNSP1"	chr8	-	47505085	47505208	47491703	47491859	47506736	47506863	35539	2,0	0,0	3,3	1,1	197	99	1	1.0	1.0,NA	0.601,0.601	0.399
3553	"ENSG00000086848.10"	"ALG9"	chr11	-	111740954	111741093	111739324	111739459	111741497	111742024	3553	41,32	2,0	12,16	0,0	197	99	1	1.0	0.912,1.0	1.0,1.0	-0.044
35541	"ENSG00000144647.5"	"POMGNT2"	chr3	-	43131979	43132101	43120723	43123028	43147327	43147431	35541	1,0	9,15	1,1	8,5	197	99	0.302865996856	1.0	0.053,0.0	0.059,0.091	-0.049
35542	"ENSG00000110422.7"	"HIPK3"	chr11	+	33370067	33370364	33369397	33369559	33370692	33370833	35542	3,49	0,1	25,15	0,0	197	99	1	1.0	1.0,0.961	1.0,1.0	-0.02
35543	"ENSG00000110422.7"	"HIPK3"	chr11	+	33369711	33369774	33369397	33369559	33370067	33370364	35543	14,1	26,13	6,4	20,11	161	99	0.897600730425	1.0	0.249,0.045	0.156,0.183	-0.022
35545	"ENSG00000110422.7"	"HIPK3"	chr11	+	33307958	33309057	33279132	33279435	33350055	33350179	35545	27,20	0,2	6,6	0,0	197	99	1	1.0	1.0,0.834	1.0,1.0	-0.083
35546	"ENSG00000100596.2"	"SPTLC2"	chr14	-	78028738	78028832	78023383	78023489	78036726	78036851	35546	41,23	3,1	66,48	1,0	192	99	0.0919864970583	1.0	0.876,0.922	0.971,1.0	-0.087
